date,ticker,open_price,day_high,day_low,day_close_price,vwap,total_turnover,first_10_mins_turnover,high_before_1030,high_before_1200,price_at_1030,price_at_1200,high_time,low_time
2025-08-29,NUKK,5.44,5.85,4.36,4.89,5.103843410469487,290767505.5590001,62323267.1367,5.85,5.48,4.785,5.08,09:34:00,10:15:00
2025-08-29,MOVE,1.135,1.31,0.881,1.07,1.093113763604181,78474998.9097999,16951421.0146,1.31,1.05,1.02,0.9276,09:39:00,12:10:00
