open,high,low,close,volume,vwap,timestamp,transactions,otc,ny_timestamp
231.42,231.42,231.42,231.42,221.0,231.4297,1756370640000,4,,2025-08-28 04:44:00-04:00
231.45,231.46,231.45,231.46,561.0,231.4573,1756370700000,13,,2025-08-28 04:45:00-04:00
231.44,231.44,231.44,231.44,462.0,231.443,1756370940000,17,,2025-08-28 04:49:00-04:00
231.45,231.45,231.36,231.36,1522.0,231.4054,1756371000000,45,,2025-08-28 04:50:00-04:00
231.25,231.25,231.25,231.25,253.0,231.2499,1756371300000,6,,2025-08-28 04:55:00-04:00
231.21,231.21,231.21,231.21,609.0,231.2242,1756371360000,21,,2025-08-28 04:56:00-04:00
231.23,231.25,231.23,231.25,767.0,231.2371,1756371960000,14,,2025-08-28 05:06:00-04:00
231.26,231.26,231.26,231.26,394.0,231.2608,1756372080000,6,,2025-08-28 05:08:00-04:00
231.26,231.26,231.26,231.26,597.0,231.2664,1756372140000,19,,2025-08-28 05:09:00-04:00
231.23,231.23,231.23,231.23,789.0,231.2334,1756372380000,14,,2025-08-28 05:13:00-04:00
231.3,231.3,231.3,231.3,703.0,231.2805,1756372440000,26,,2025-08-28 05:14:00-04:00
231.23,231.23,231.23,231.23,281.0,231.223,1756372620000,13,,2025-08-28 05:17:00-04:00
231.24,231.24,231.24,231.24,330.0,231.237,1756373160000,4,,2025-08-28 05:26:00-04:00
231.3,231.38,231.3,231.38,1000.0,231.3228,1756373760000,26,,2025-08-28 05:36:00-04:00
231.34,231.34,231.34,231.34,136.0,231.3418,1756373940000,4,,2025-08-28 05:39:00-04:00
231.28,231.28,231.28,231.28,206.0,231.2812,1756374060000,7,,2025-08-28 05:41:00-04:00
231.31,231.31,231.31,231.31,241.0,231.31,1756374120000,6,,2025-08-28 05:42:00-04:00
231.3,231.3,231.3,231.3,256.0,231.304,1756374180000,7,,2025-08-28 05:43:00-04:00
231.29,231.29,231.29,231.29,184.0,231.2926,1756374240000,11,,2025-08-28 05:44:00-04:00
231.25,231.25,231.25,231.25,552.0,231.2511,1756374420000,19,,2025-08-28 05:47:00-04:00
231.21,231.21,231.2,231.2,875.0,231.2074,1756375320000,20,,2025-08-28 06:02:00-04:00
231.2,231.22,231.2,231.2,4682.0,231.2057,1756375860000,57,,2025-08-28 06:11:00-04:00
231.19,231.19,231.19,231.19,213.0,231.1902,1756376040000,10,,2025-08-28 06:14:00-04:00
231.27,231.27,231.27,231.27,512.0,231.2559,1756377360000,12,,2025-08-28 06:36:00-04:00
231.21,231.21,231.2,231.2,587.0,231.1921,1756377600000,36,,2025-08-28 06:40:00-04:00
231.17,231.22,231.17,231.18,1400.0,231.1926,1756377780000,28,,2025-08-28 06:43:00-04:00
231.1,231.1,231.1,231.1,256.0,231.1182,1756377840000,36,,2025-08-28 06:44:00-04:00
231.11,231.11,231.11,231.11,584.0,231.1104,1756377900000,18,,2025-08-28 06:45:00-04:00
231.2,231.2,231.2,231.2,128.0,231.1992,1756378080000,5,,2025-08-28 06:48:00-04:00
231.09,231.09,231.09,231.09,455.0,231.0853,1756378260000,38,,2025-08-28 06:51:00-04:00
231.17,231.17,231.17,231.17,763.0,231.1649,1756378800000,29,,2025-08-28 07:00:00-04:00
231.0,231.0,231.0,231.0,2581.0,230.996,1756379160000,101,,2025-08-28 07:06:00-04:00
230.95,230.95,230.95,230.95,708.0,230.9482,1756379400000,25,,2025-08-28 07:10:00-04:00
230.99,231.0,230.99,231.0,991.0,230.9931,1756379640000,29,,2025-08-28 07:14:00-04:00
